08-06-2023 | R$3200.00 | R$3200.00 | R$3411.00 | R$3411.00 |  R$211.00 | 106.59%
08-06-2023 | R$3200.00 | R$1600000.00 | R$3411.00 | R$1705500.00 |  R$105500.00 | 106.59%
08-06-2023 | R$3200.00 | R$1603200.00 | R$3411.00 | R$1708911.00 |  R$105711.00 | 106.59%
08-06-2023 | R$3200.00 | R$1606400.00 | R$3411.00 | R$1712322.00 |  R$105922.00 | 106.59%
08-06-2023 | R$3200.00 | R$1609600.00 | R$3411.00 | R$1715733.00 |  R$106133.00 | 106.59%
08-06-2023 | R$3200.00 | R$1612800.00 | R$3411.00 | R$1719144.00 |  R$106344.00 | 106.59%
08-06-2023 | R$3200.00 | R$1616000.00 | R$3411.00 | R$1722555.00 |  R$106555.00 | 106.59%
08-06-2023 | R$3200.00 | R$1619200.00 | R$3411.00 | R$1725966.00 |  R$106766.00 | 106.59%
08-06-2023 | R$3200.00 | R$1622400.00 | R$3411.00 | R$1729377.00 |  R$106977.00 | 106.59%
08-06-2023 | R$3200.00 | R$1625600.00 | R$3411.00 | R$1732788.00 |  R$107188.00 | 106.59%
08-06-2023 | R$3200.00 | R$1628800.00 | R$3411.00 | R$1736199.00 |  R$107399.00 | 106.59%
08-06-2023 | R$3200.00 | R$1632000.00 | R$3411.00 | R$1739610.00 |  R$107610.00 | 106.59%
08-06-2023 | R$3200.00 | R$1635200.00 | R$3411.00 | R$1743021.00 |  R$107821.00 | 106.59%
08-06-2023 | R$3200.00 | R$1638400.00 | R$3411.00 | R$1746432.00 |  R$108032.00 | 106.59%
08-06-2023 | R$3200.00 | R$1641600.00 | R$3411.00 | R$1749843.00 |  R$108243.00 | 106.59%
08-06-2023 | R$3200.00 | R$1644800.00 | R$3411.00 | R$1753254.00 |  R$108454.00 | 106.59%
08-06-2023 | R$3200.00 | R$1648000.00 | R$3411.00 | R$1756665.00 |  R$108665.00 | 106.59%
08-06-2023 | R$3200.00 | R$1651200.00 | R$3411.00 | R$1760076.00 |  R$108876.00 | 106.59%
08-06-2023 | R$3200.00 | R$1654400.00 | R$3411.00 | R$1763487.00 |  R$109087.00 | 106.59%
08-06-2023 | R$3200.00 | R$1657600.00 | R$3411.00 | R$1766898.00 |  R$109298.00 | 106.59%
08-06-2023 | R$3200.00 | R$1660800.00 | R$3411.00 | R$1770309.00 |  R$109509.00 | 106.59%
08-06-2023 | R$3200.00 | R$1664000.00 | R$3411.00 | R$1773720.00 |  R$109720.00 | 106.59%
08-06-2023 | R$3200.00 | R$1667200.00 | R$3411.00 | R$1777131.00 |  R$109931.00 | 106.59%
08-06-2023 | R$3200.00 | R$1670400.00 | R$3411.00 | R$1780542.00 |  R$110142.00 | 106.59%
08-06-2023 | R$3200.00 | R$1673600.00 | R$3411.00 | R$1783953.00 |  R$110353.00 | 106.59%
08-06-2023 | R$3200.00 | R$1676800.00 | R$3411.00 | R$1787364.00 |  R$110564.00 | 106.59%
08-06-2023 | R$3200.00 | R$1680000.00 | R$3411.00 | R$1790775.00 |  R$110775.00 | 106.59%
08-06-2023 | R$3200.00 | R$1683200.00 | R$3411.00 | R$1794186.00 |  R$110986.00 | 106.59%
08-06-2023 | R$3200.00 | R$1686400.00 | R$3411.00 | R$1797597.00 |  R$111197.00 | 106.59%
08-06-2023 | R$3200.00 | R$1689600.00 | R$3411.00 | R$1801008.00 |  R$111408.00 | 106.59%
08-06-2023 | R$3200.00 | R$1692800.00 | R$3411.00 | R$1804419.00 |  R$111619.00 | 106.59%
08-06-2023 | R$3200.00 | R$1696000.00 | R$3411.00 | R$1807830.00 |  R$111830.00 | 106.59%
08-06-2023 | R$3200.00 | R$1699200.00 | R$3411.00 | R$1811241.00 |  R$112041.00 | 106.59%
08-06-2023 | R$3200.00 | R$1702400.00 | R$3411.00 | R$1814652.00 |  R$112252.00 | 106.59%
08-06-2023 | R$3200.00 | R$1705600.00 | R$3411.00 | R$1818063.00 |  R$112463.00 | 106.59%
08-06-2023 | R$3200.00 | R$1708800.00 | R$3411.00 | R$1821474.00 |  R$112674.00 | 106.59%
08-06-2023 | R$3200.00 | R$1712000.00 | R$3411.00 | R$1824885.00 |  R$112885.00 | 106.59%
08-06-2023 | R$3200.00 | R$1715200.00 | R$3411.00 | R$1828296.00 |  R$113096.00 | 106.59%
08-06-2023 | R$3200.00 | R$1718400.00 | R$3411.00 | R$1831707.00 |  R$113307.00 | 106.59%
08-06-2023 | R$3200.00 | R$1721600.00 | R$3411.00 | R$1835118.00 |  R$113518.00 | 106.59%
08-06-2023 | R$3200.00 | R$1724800.00 | R$3411.00 | R$1838529.00 |  R$113729.00 | 106.59%
08-06-2023 | R$3200.00 | R$1728000.00 | R$3411.00 | R$1841940.00 |  R$113940.00 | 106.59%
08-06-2023 | R$3200.00 | R$1731200.00 | R$3411.00 | R$1845351.00 |  R$114151.00 | 106.59%
08-06-2023 | R$3200.00 | R$1734400.00 | R$3411.00 | R$1848762.00 |  R$114362.00 | 106.59%
08-06-2023 | R$3200.00 | R$1737600.00 | R$3411.00 | R$1852173.00 |  R$114573.00 | 106.59%
08-06-2023 | R$3200.00 | R$1740800.00 | R$3411.00 | R$1855584.00 |  R$114784.00 | 106.59%
08-06-2023 | R$3200.00 | R$1744000.00 | R$3411.00 | R$1858995.00 |  R$114995.00 | 106.59%
08-06-2023 | R$3200.00 | R$1747200.00 | R$3411.00 | R$1862406.00 |  R$115206.00 | 106.59%
08-06-2023 | R$3200.00 | R$1750400.00 | R$3411.00 | R$1865817.00 |  R$115417.00 | 106.59%
08-06-2023 | R$3200.00 | R$1753600.00 | R$3411.00 | R$1869228.00 |  R$115628.00 | 106.59%
08-06-2023 | R$3200.00 | R$1756800.00 | R$3411.00 | R$1872639.00 |  R$115839.00 | 106.59%
08-06-2023 | R$3200.00 | R$1760000.00 | R$3411.00 | R$1876050.00 |  R$116050.00 | 106.59%
08-06-2023 | R$3200.00 | R$1763200.00 | R$3411.00 | R$1879461.00 |  R$116261.00 | 106.59%
08-06-2023 | R$3200.00 | R$1766400.00 | R$3411.00 | R$1882872.00 |  R$116472.00 | 106.59%
08-06-2023 | R$3200.00 | R$1769600.00 | R$3411.00 | R$1886283.00 |  R$116683.00 | 106.59%
08-06-2023 | R$3200.00 | R$1772800.00 | R$3411.00 | R$1889694.00 |  R$116894.00 | 106.59%
08-06-2023 | R$3200.00 | R$1776000.00 | R$3411.00 | R$1893105.00 |  R$117105.00 | 106.59%
08-06-2023 | R$3200.00 | R$1779200.00 | R$3411.00 | R$1896516.00 |  R$117316.00 | 106.59%
08-06-2023 | R$3200.00 | R$1782400.00 | R$3411.00 | R$1899927.00 |  R$117527.00 | 106.59%
08-06-2023 | R$3200.00 | R$1785600.00 | R$3411.00 | R$1903338.00 |  R$117738.00 | 106.59%
08-06-2023 | R$3200.00 | R$1788800.00 | R$3411.00 | R$1906749.00 |  R$117949.00 | 106.59%
08-06-2023 | R$3200.00 | R$1792000.00 | R$3411.00 | R$1910160.00 |  R$118160.00 | 106.59%
08-06-2023 | R$3200.00 | R$1795200.00 | R$3411.00 | R$1913571.00 |  R$118371.00 | 106.59%
08-06-2023 | R$3200.00 | R$1798400.00 | R$3411.00 | R$1916982.00 |  R$118582.00 | 106.59%
08-06-2023 | R$3200.00 | R$1801600.00 | R$3411.00 | R$1920393.00 |  R$118793.00 | 106.59%
08-06-2023 | R$3200.00 | R$1804800.00 | R$3411.00 | R$1923804.00 |  R$119004.00 | 106.59%
08-06-2023 | R$3200.00 | R$1808000.00 | R$3411.00 | R$1927215.00 |  R$119215.00 | 106.59%
08-06-2023 | R$3200.00 | R$1811200.00 | R$3411.00 | R$1930626.00 |  R$119426.00 | 106.59%
08-06-2023 | R$3200.00 | R$1814400.00 | R$3411.00 | R$1934037.00 |  R$119637.00 | 106.59%
08-06-2023 | R$3200.00 | R$1817600.00 | R$3411.00 | R$1937448.00 |  R$119848.00 | 106.59%
08-06-2023 | R$3200.00 | R$1820800.00 | R$3411.00 | R$1940859.00 |  R$120059.00 | 106.59%
08-06-2023 | R$3200.00 | R$1824000.00 | R$3411.00 | R$1944270.00 |  R$120270.00 | 106.59%
08-06-2023 | R$3200.00 | R$1827200.00 | R$3411.00 | R$1947681.00 |  R$120481.00 | 106.59%
08-06-2023 | R$3200.00 | R$1830400.00 | R$3411.00 | R$1951092.00 |  R$120692.00 | 106.59%
08-06-2023 | R$3200.00 | R$1833600.00 | R$3411.00 | R$1954503.00 |  R$120903.00 | 106.59%
08-06-2023 | R$3200.00 | R$1836800.00 | R$3411.00 | R$1957914.00 |  R$121114.00 | 106.59%
08-06-2023 | R$3200.00 | R$1840000.00 | R$3411.00 | R$1961325.00 |  R$121325.00 | 106.59%
08-06-2023 | R$3200.00 | R$1843200.00 | R$3411.00 | R$1964736.00 |  R$121536.00 | 106.59%
08-06-2023 | R$3200.00 | R$1846400.00 | R$3411.00 | R$1968147.00 |  R$121747.00 | 106.59%
08-06-2023 | R$3200.00 | R$1849600.00 | R$3411.00 | R$1971558.00 |  R$121958.00 | 106.59%
08-06-2023 | R$3200.00 | R$1852800.00 | R$3411.00 | R$1974969.00 |  R$122169.00 | 106.59%
08-06-2023 | R$3200.00 | R$1856000.00 | R$3411.00 | R$1978380.00 |  R$122380.00 | 106.59%
08-06-2023 | R$3200.00 | R$1859200.00 | R$3411.00 | R$1981791.00 |  R$122591.00 | 106.59%
08-06-2023 | R$3200.00 | R$1862400.00 | R$3411.00 | R$1985202.00 |  R$122802.00 | 106.59%
08-06-2023 | R$3200.00 | R$1865600.00 | R$3411.00 | R$1988613.00 |  R$123013.00 | 106.59%
08-06-2023 | R$3200.00 | R$1868800.00 | R$3411.00 | R$1992024.00 |  R$123224.00 | 106.59%
08-06-2023 | R$3200.00 | R$1872000.00 | R$3411.00 | R$1995435.00 |  R$123435.00 | 106.59%
08-06-2023 | R$3200.00 | R$1875200.00 | R$3411.00 | R$1998846.00 |  R$123646.00 | 106.59%
08-06-2023 | R$3200.00 | R$1878400.00 | R$3411.00 | R$2002257.00 |  R$123857.00 | 106.59%
08-06-2023 | R$3200.00 | R$1881600.00 | R$3411.00 | R$2005668.00 |  R$124068.00 | 106.59%
08-06-2023 | R$3200.00 | R$1884800.00 | R$3411.00 | R$2009079.00 |  R$124279.00 | 106.59%
08-06-2023 | R$3200.00 | R$1888000.00 | R$3411.00 | R$2012490.00 |  R$124490.00 | 106.59%
08-06-2023 | R$3200.00 | R$1891200.00 | R$3411.00 | R$2015901.00 |  R$124701.00 | 106.59%
08-06-2023 | R$3200.00 | R$1894400.00 | R$3411.00 | R$2019312.00 |  R$124912.00 | 106.59%
08-06-2023 | R$3200.00 | R$1897600.00 | R$3411.00 | R$2022723.00 |  R$125123.00 | 106.59%
08-06-2023 | R$3200.00 | R$1900800.00 | R$3411.00 | R$2026134.00 |  R$125334.00 | 106.59%
08-06-2023 | R$3200.00 | R$1904000.00 | R$3411.00 | R$2029545.00 |  R$125545.00 | 106.59%
08-06-2023 | R$3200.00 | R$1907200.00 | R$3411.00 | R$2032956.00 |  R$125756.00 | 106.59%
08-06-2023 | R$3200.00 | R$1910400.00 | R$3411.00 | R$2036367.00 |  R$125967.00 | 106.59%
08-06-2023 | R$3200.00 | R$1913600.00 | R$3411.00 | R$2039778.00 |  R$126178.00 | 106.59%
08-06-2023 | R$3200.00 | R$1916800.00 | R$3411.00 | R$2043189.00 |  R$126389.00 | 106.59%
08-06-2023 | R$3200.00 | R$1920000.00 | R$3411.00 | R$2046600.00 |  R$126600.00 | 106.59%
08-06-2023 | R$3200.00 | R$1923200.00 | R$3411.00 | R$2050011.00 |  R$126811.00 | 106.59%
08-06-2023 | R$3200.00 | R$1926400.00 | R$3411.00 | R$2053422.00 |  R$127022.00 | 106.59%
08-06-2023 | R$3200.00 | R$1929600.00 | R$3411.00 | R$2056833.00 |  R$127233.00 | 106.59%
08-06-2023 | R$3200.00 | R$1932800.00 | R$3411.00 | R$2060244.00 |  R$127444.00 | 106.59%
08-06-2023 | R$3200.00 | R$1936000.00 | R$3411.00 | R$2063655.00 |  R$127655.00 | 106.59%
08-06-2023 | R$3200.00 | R$1939200.00 | R$3411.00 | R$2067066.00 |  R$127866.00 | 106.59%
08-06-2023 | R$3200.00 | R$1942400.00 | R$3411.00 | R$2070477.00 |  R$128077.00 | 106.59%
08-06-2023 | R$3200.00 | R$1945600.00 | R$3411.00 | R$2073888.00 |  R$128288.00 | 106.59%
08-06-2023 | R$3200.00 | R$1948800.00 | R$3411.00 | R$2077299.00 |  R$128499.00 | 106.59%
08-06-2023 | R$3200.00 | R$1952000.00 | R$3411.00 | R$2080710.00 |  R$128710.00 | 106.59%
08-06-2023 | R$3200.00 | R$1955200.00 | R$3411.00 | R$2084121.00 |  R$128921.00 | 106.59%
08-06-2023 | R$3200.00 | R$1958400.00 | R$3411.00 | R$2087532.00 |  R$129132.00 | 106.59%
08-06-2023 | R$3200.00 | R$1961600.00 | R$3411.00 | R$2090943.00 |  R$129343.00 | 106.59%
08-06-2023 | R$3200.00 | R$1964800.00 | R$3411.00 | R$2094354.00 |  R$129554.00 | 106.59%
08-06-2023 | R$3200.00 | R$1968000.00 | R$3411.00 | R$2097765.00 |  R$129765.00 | 106.59%
08-06-2023 | R$3200.00 | R$1971200.00 | R$3411.00 | R$2101176.00 |  R$129976.00 | 106.59%
08-06-2023 | R$3200.00 | R$1974400.00 | R$3411.00 | R$2104587.00 |  R$130187.00 | 106.59%
08-06-2023 | R$3200.00 | R$1977600.00 | R$3411.00 | R$2107998.00 |  R$130398.00 | 106.59%
08-06-2023 | R$3200.00 | R$1980800.00 | R$3411.00 | R$2111409.00 |  R$130609.00 | 106.59%
08-06-2023 | R$3200.00 | R$1984000.00 | R$3411.00 | R$2114820.00 |  R$130820.00 | 106.59%
08-06-2023 | R$3200.00 | R$1987200.00 | R$3411.00 | R$2118231.00 |  R$131031.00 | 106.59%
08-06-2023 | R$3200.00 | R$1990400.00 | R$3411.00 | R$2121642.00 |  R$131242.00 | 106.59%
08-06-2023 | R$3200.00 | R$1993600.00 | R$3411.00 | R$2125053.00 |  R$131453.00 | 106.59%
08-06-2023 | R$3200.00 | R$1996800.00 | R$3411.00 | R$2128464.00 |  R$131664.00 | 106.59%
08-06-2023 | R$3200.00 | R$2000000.00 | R$3411.00 | R$2131875.00 |  R$131875.00 | 106.59%
08-06-2023 | R$3200.00 | R$2003200.00 | R$3411.00 | R$2135286.00 |  R$132086.00 | 106.59%
08-06-2023 | R$3200.00 | R$2006400.00 | R$3411.00 | R$2138697.00 |  R$132297.00 | 106.59%
08-06-2023 | R$3200.00 | R$2009600.00 | R$3411.00 | R$2142108.00 |  R$132508.00 | 106.59%
08-06-2023 | R$3200.00 | R$2012800.00 | R$3411.00 | R$2145519.00 |  R$132719.00 | 106.59%
08-06-2023 | R$3200.00 | R$2016000.00 | R$3411.00 | R$2148930.00 |  R$132930.00 | 106.59%
08-06-2023 | R$3200.00 | R$2019200.00 | R$3411.00 | R$2152341.00 |  R$133141.00 | 106.59%
08-06-2023 | R$3200.00 | R$2022400.00 | R$3411.00 | R$2155752.00 |  R$133352.00 | 106.59%
08-06-2023 | R$3200.00 | R$2025600.00 | R$3411.00 | R$2159163.00 |  R$133563.00 | 106.59%
08-06-2023 | R$3200.00 | R$2028800.00 | R$3411.00 | R$2162574.00 |  R$133774.00 | 106.59%
08-06-2023 | R$3200.00 | R$2032000.00 | R$3411.00 | R$2165985.00 |  R$133985.00 | 106.59%
08-06-2023 | R$3200.00 | R$2035200.00 | R$3411.00 | R$2169396.00 |  R$134196.00 | 106.59%
08-06-2023 | R$3200.00 | R$2038400.00 | R$3411.00 | R$2172807.00 |  R$134407.00 | 106.59%
08-06-2023 | R$3200.00 | R$2041600.00 | R$3411.00 | R$2176218.00 |  R$134618.00 | 106.59%
08-06-2023 | R$3200.00 | R$2044800.00 | R$3411.00 | R$2179629.00 |  R$134829.00 | 106.59%
08-06-2023 | R$3200.00 | R$2048000.00 | R$3411.00 | R$2183040.00 |  R$135040.00 | 106.59%
08-06-2023 | R$3200.00 | R$2051200.00 | R$3411.00 | R$2186451.00 |  R$135251.00 | 106.59%
08-06-2023 | R$3200.00 | R$2054400.00 | R$3411.00 | R$2189862.00 |  R$135462.00 | 106.59%
08-06-2023 | R$3200.00 | R$2057600.00 | R$3411.00 | R$2193273.00 |  R$135673.00 | 106.59%
08-06-2023 | R$3200.00 | R$2060800.00 | R$3411.00 | R$2196684.00 |  R$135884.00 | 106.59%
08-06-2023 | R$3200.00 | R$2064000.00 | R$3411.00 | R$2200095.00 |  R$136095.00 | 106.59%
08-06-2023 | R$3200.00 | R$2067200.00 | R$3411.00 | R$2203506.00 |  R$136306.00 | 106.59%
08-06-2023 | R$3200.00 | R$2070400.00 | R$3411.00 | R$2206917.00 |  R$136517.00 | 106.59%
08-06-2023 | R$3200.00 | R$2073600.00 | R$3411.00 | R$2210328.00 |  R$136728.00 | 106.59%
08-06-2023 | R$3200.00 | R$2076800.00 | R$3411.00 | R$2213739.00 |  R$136939.00 | 106.59%
08-06-2023 | R$3200.00 | R$2080000.00 | R$3411.00 | R$2217150.00 |  R$137150.00 | 106.59%
08-06-2023 | R$3200.00 | R$2083200.00 | R$3411.00 | R$2220561.00 |  R$137361.00 | 106.59%
08-06-2023 | R$3200.00 | R$2086400.00 | R$3411.00 | R$2223972.00 |  R$137572.00 | 106.59%
08-06-2023 | R$3200.00 | R$2089600.00 | R$3411.00 | R$2227383.00 |  R$137783.00 | 106.59%
08-06-2023 | R$3200.00 | R$2092800.00 | R$3411.00 | R$2230794.00 |  R$137994.00 | 106.59%
08-06-2023 | R$3200.00 | R$2096000.00 | R$3411.00 | R$2234205.00 |  R$138205.00 | 106.59%
08-06-2023 | R$3200.00 | R$2099200.00 | R$3411.00 | R$2237616.00 |  R$138416.00 | 106.59%
08-06-2023 | R$3200.00 | R$2102400.00 | R$3411.00 | R$2241027.00 |  R$138627.00 | 106.59%
08-06-2023 | R$3200.00 | R$2105600.00 | R$3411.00 | R$2244438.00 |  R$138838.00 | 106.59%
08-06-2023 | R$3200.00 | R$2108800.00 | R$3411.00 | R$2247849.00 |  R$139049.00 | 106.59%
08-06-2023 | R$3200.00 | R$2112000.00 | R$3411.00 | R$2251260.00 |  R$139260.00 | 106.59%
08-06-2023 | R$3200.00 | R$2115200.00 | R$3411.00 | R$2254671.00 |  R$139471.00 | 106.59%
08-06-2023 | R$3200.00 | R$2118400.00 | R$3411.00 | R$2258082.00 |  R$139682.00 | 106.59%
08-06-2023 | R$3200.00 | R$2121600.00 | R$3411.00 | R$2261493.00 |  R$139893.00 | 106.59%
08-06-2023 | R$3200.00 | R$2124800.00 | R$3411.00 | R$2264904.00 |  R$140104.00 | 106.59%
08-06-2023 | R$3200.00 | R$2128000.00 | R$3411.00 | R$2268315.00 |  R$140315.00 | 106.59%
08-06-2023 | R$3200.00 | R$2131200.00 | R$3411.00 | R$2271726.00 |  R$140526.00 | 106.59%
08-06-2023 | R$3200.00 | R$2134400.00 | R$3411.00 | R$2275137.00 |  R$140737.00 | 106.59%
08-06-2023 | R$3200.00 | R$2137600.00 | R$3411.00 | R$2278548.00 |  R$140948.00 | 106.59%
08-06-2023 | R$3200.00 | R$2140800.00 | R$3411.00 | R$2281959.00 |  R$141159.00 | 106.59%
08-06-2023 | R$3200.00 | R$2144000.00 | R$3411.00 | R$2285370.00 |  R$141370.00 | 106.59%
08-06-2023 | R$3200.00 | R$2147200.00 | R$3411.00 | R$2288781.00 |  R$141581.00 | 106.59%
08-06-2023 | R$3200.00 | R$2150400.00 | R$3411.00 | R$2292192.00 |  R$141792.00 | 106.59%
08-06-2023 | R$3200.00 | R$2153600.00 | R$3411.00 | R$2295603.00 |  R$142003.00 | 106.59%
08-06-2023 | R$3200.00 | R$2156800.00 | R$3411.00 | R$2299014.00 |  R$142214.00 | 106.59%
08-06-2023 | R$3200.00 | R$2160000.00 | R$3411.00 | R$2302425.00 |  R$142425.00 | 106.59%
08-06-2023 | R$3200.00 | R$2163200.00 | R$3411.00 | R$2305836.00 |  R$142636.00 | 106.59%
08-06-2023 | R$3200.00 | R$2166400.00 | R$3411.00 | R$2309247.00 |  R$142847.00 | 106.59%
08-06-2023 | R$3200.00 | R$2169600.00 | R$3411.00 | R$2312658.00 |  R$143058.00 | 106.59%
08-06-2023 | R$3200.00 | R$2172800.00 | R$3411.00 | R$2316069.00 |  R$143269.00 | 106.59%
08-06-2023 | R$3200.00 | R$2176000.00 | R$3411.00 | R$2319480.00 |  R$143480.00 | 106.59%
08-06-2023 | R$3200.00 | R$2179200.00 | R$3411.00 | R$2322891.00 |  R$143691.00 | 106.59%
08-06-2023 | R$3200.00 | R$2182400.00 | R$3411.00 | R$2326302.00 |  R$143902.00 | 106.59%
08-06-2023 | R$3200.00 | R$2185600.00 | R$3411.00 | R$2329713.00 |  R$144113.00 | 106.59%
08-06-2023 | R$3200.00 | R$2188800.00 | R$3411.00 | R$2333124.00 |  R$144324.00 | 106.59%
08-06-2023 | R$3200.00 | R$2192000.00 | R$3411.00 | R$2336535.00 |  R$144535.00 | 106.59%
08-06-2023 | R$3200.00 | R$2195200.00 | R$3411.00 | R$2339946.00 |  R$144746.00 | 106.59%
08-06-2023 | R$3200.00 | R$2198400.00 | R$3411.00 | R$2343357.00 |  R$144957.00 | 106.59%
08-06-2023 | R$3200.00 | R$2201600.00 | R$3411.00 | R$2346768.00 |  R$145168.00 | 106.59%
08-06-2023 | R$3200.00 | R$2204800.00 | R$3411.00 | R$2350179.00 |  R$145379.00 | 106.59%
08-06-2023 | R$3200.00 | R$2208000.00 | R$3411.00 | R$2353590.00 |  R$145590.00 | 106.59%
08-06-2023 | R$3200.00 | R$2211200.00 | R$3411.00 | R$2357001.00 |  R$145801.00 | 106.59%
08-06-2023 | R$3200.00 | R$2214400.00 | R$3411.00 | R$2360412.00 |  R$146012.00 | 106.59%
08-06-2023 | R$3200.00 | R$2217600.00 | R$3411.00 | R$2363823.00 |  R$146223.00 | 106.59%
08-06-2023 | R$3200.00 | R$2220800.00 | R$3411.00 | R$2367234.00 |  R$146434.00 | 106.59%
08-06-2023 | R$3200.00 | R$2224000.00 | R$3411.00 | R$2370645.00 |  R$146645.00 | 106.59%
08-06-2023 | R$3200.00 | R$2227200.00 | R$3411.00 | R$2374056.00 |  R$146856.00 | 106.59%
08-06-2023 | R$3200.00 | R$2230400.00 | R$3411.00 | R$2377467.00 |  R$147067.00 | 106.59%
08-06-2023 | R$3200.00 | R$2233600.00 | R$3411.00 | R$2380878.00 |  R$147278.00 | 106.59%
08-06-2023 | R$3200.00 | R$2236800.00 | R$3411.00 | R$2384289.00 |  R$147489.00 | 106.59%
08-06-2023 | R$3200.00 | R$2240000.00 | R$3411.00 | R$2387700.00 |  R$147700.00 | 106.59%
08-06-2023 | R$3200.00 | R$2243200.00 | R$3411.00 | R$2391111.00 |  R$147911.00 | 106.59%
08-06-2023 | R$3200.00 | R$2246400.00 | R$3411.00 | R$2394522.00 |  R$148122.00 | 106.59%
08-06-2023 | R$3200.00 | R$2249600.00 | R$3411.00 | R$2397933.00 |  R$148333.00 | 106.59%
08-06-2023 | R$3200.00 | R$2252800.00 | R$3411.00 | R$2401344.00 |  R$148544.00 | 106.59%
08-06-2023 | R$3200.00 | R$2256000.00 | R$3411.00 | R$2404755.00 |  R$148755.00 | 106.59%
08-06-2023 | R$3200.00 | R$2259200.00 | R$3411.00 | R$2408166.00 |  R$148966.00 | 106.59%
08-06-2023 | R$3200.00 | R$2262400.00 | R$3411.00 | R$2411577.00 |  R$149177.00 | 106.59%
08-06-2023 | R$3200.00 | R$2265600.00 | R$3411.00 | R$2414988.00 |  R$149388.00 | 106.59%
08-06-2023 | R$3200.00 | R$2268800.00 | R$3411.00 | R$2418399.00 |  R$149599.00 | 106.59%
08-06-2023 | R$3200.00 | R$2272000.00 | R$3411.00 | R$2421810.00 |  R$149810.00 | 106.59%
08-06-2023 | R$3200.00 | R$2275200.00 | R$3411.00 | R$2425221.00 |  R$150021.00 | 106.59%
08-06-2023 | R$3200.00 | R$2278400.00 | R$3411.00 | R$2428632.00 |  R$150232.00 | 106.59%
08-06-2023 | R$3200.00 | R$2281600.00 | R$3411.00 | R$2432043.00 |  R$150443.00 | 106.59%
08-06-2023 | R$3200.00 | R$2284800.00 | R$3411.00 | R$2435454.00 |  R$150654.00 | 106.59%
08-06-2023 | R$3200.00 | R$2288000.00 | R$3411.00 | R$2438865.00 |  R$150865.00 | 106.59%
08-06-2023 | R$3200.00 | R$2291200.00 | R$3411.00 | R$2442276.00 |  R$151076.00 | 106.59%
08-06-2023 | R$3200.00 | R$2294400.00 | R$3411.00 | R$2445687.00 |  R$151287.00 | 106.59%
08-06-2023 | R$3200.00 | R$2297600.00 | R$3411.00 | R$2449098.00 |  R$151498.00 | 106.59%
08-06-2023 | R$3200.00 | R$2300800.00 | R$3411.00 | R$2452509.00 |  R$151709.00 | 106.59%
08-06-2023 | R$3200.00 | R$2304000.00 | R$3411.00 | R$2455920.00 |  R$151920.00 | 106.59%
08-06-2023 | R$3200.00 | R$2307200.00 | R$3411.00 | R$2459331.00 |  R$152131.00 | 106.59%
08-06-2023 | R$3200.00 | R$2310400.00 | R$3411.00 | R$2462742.00 |  R$152342.00 | 106.59%
08-06-2023 | R$3200.00 | R$2313600.00 | R$3411.00 | R$2466153.00 |  R$152553.00 | 106.59%
08-06-2023 | R$3200.00 | R$2316800.00 | R$3411.00 | R$2469564.00 |  R$152764.00 | 106.59%
08-06-2023 | R$3200.00 | R$2320000.00 | R$3411.00 | R$2472975.00 |  R$152975.00 | 106.59%
08-06-2023 | R$3200.00 | R$2323200.00 | R$3411.00 | R$2476386.00 |  R$153186.00 | 106.59%
08-06-2023 | R$3200.00 | R$2326400.00 | R$3411.00 | R$2479797.00 |  R$153397.00 | 106.59%
08-06-2023 | R$3200.00 | R$2329600.00 | R$3411.00 | R$2483208.00 |  R$153608.00 | 106.59%
08-06-2023 | R$3200.00 | R$2332800.00 | R$3411.00 | R$2486619.00 |  R$153819.00 | 106.59%
08-06-2023 | R$3200.00 | R$2336000.00 | R$3411.00 | R$2490030.00 |  R$154030.00 | 106.59%
08-06-2023 | R$3200.00 | R$2339200.00 | R$3411.00 | R$2493441.00 |  R$154241.00 | 106.59%
08-06-2023 | R$3200.00 | R$2342400.00 | R$3411.00 | R$2496852.00 |  R$154452.00 | 106.59%
08-06-2023 | R$3200.00 | R$2345600.00 | R$3411.00 | R$2500263.00 |  R$154663.00 | 106.59%
08-06-2023 | R$3200.00 | R$2348800.00 | R$3411.00 | R$2503674.00 |  R$154874.00 | 106.59%
08-06-2023 | R$3200.00 | R$2352000.00 | R$3411.00 | R$2507085.00 |  R$155085.00 | 106.59%
08-06-2023 | R$3200.00 | R$2355200.00 | R$3411.00 | R$2510496.00 |  R$155296.00 | 106.59%
08-06-2023 | R$3200.00 | R$2358400.00 | R$3411.00 | R$2513907.00 |  R$155507.00 | 106.59%
08-06-2023 | R$3200.00 | R$2361600.00 | R$3411.00 | R$2517318.00 |  R$155718.00 | 106.59%
08-06-2023 | R$3200.00 | R$2364800.00 | R$3411.00 | R$2520729.00 |  R$155929.00 | 106.59%
08-06-2023 | R$3200.00 | R$2368000.00 | R$3411.00 | R$2524140.00 |  R$156140.00 | 106.59%
08-06-2023 | R$3200.00 | R$2371200.00 | R$3411.00 | R$2527551.00 |  R$156351.00 | 106.59%
08-06-2023 | R$3200.00 | R$2374400.00 | R$3411.00 | R$2530962.00 |  R$156562.00 | 106.59%
08-06-2023 | R$3200.00 | R$2377600.00 | R$3411.00 | R$2534373.00 |  R$156773.00 | 106.59%
